日付,レース場,レース番号,締切予定時刻,ステータス,艇番,選手名,級別,支部,全国勝率,全国2連率,当地勝率,当地2連率,モーター番号,モーター2連率,ボート番号,ボート2連率,展示タイム,体重,年齢,進入,ST
2025-04-02,尼崎,10,15:11,投票,1,中岡正彦,A2,香川,6.76,55.7,6.27,45.45,19,0.0,15,0.0,,52.5,47,,
2025-04-02,尼崎,10,15:11,投票,2,大庭元明,A2,福岡,5.64,40.37,7.14,57.14,3,0.0,22,0.0,,55.3,55,,
2025-04-02,尼崎,10,15:11,投票,3,長谷川充,B1,群馬,5.15,33.33,4.37,15.79,11,0.0,26,0.0,,52.3,51,,
2025-04-02,尼崎,10,15:11,投票,4,松山将吾,A2,滋賀,6.42,45.71,4.44,11.11,40,0.0,44,0.0,,52.0,30,,
2025-04-02,尼崎,10,15:11,投票,5,澤大介,B1,三重,5.18,35.34,5.13,28.21,23,0.0,41,0.0,,52.2,52,,
2025-04-02,尼崎,10,15:11,投票,6,長野道臣,A2,静岡,5.1,34.19,0.0,0.0,9,0.0,50,0.0,,53.2,51,,
2025-04-02,尼崎,11,15:39,投票,1,田中信一郎,A1,大阪,6.27,45.65,6.49,42.86,29,0.0,14,0.0,,53.5,52,,
2025-04-02,尼崎,11,15:39,投票,2,溝口海義也,A1,福岡,6.23,42.34,6.0,25.0,45,0.0,33,0.0,,54.9,29,,
2025-04-02,尼崎,11,15:39,投票,3,荒川健太,A2,三重,6.12,43.59,5.44,40.0,26,0.0,27,0.0,,55.8,44,,
2025-04-02,尼崎,11,15:39,投票,4,外崎悟,B1,埼玉,5.88,40.91,5.71,14.29,4,0.0,18,0.0,,52.0,36,,
2025-04-02,尼崎,11,15:39,投票,5,中野仁照,A1,愛知,6.13,38.37,4.73,27.27,35,0.0,49,0.0,,52.5,23,,
2025-04-02,尼崎,11,15:39,投票,6,後藤翔之,A2,東京,6.52,47.93,5.93,42.86,13,0.0,13,0.0,,55.1,39,,
2025-04-02,尼崎,12,16:17,投票,1,西村拓也,A1,大阪,6.85,42.74,7.06,50.0,14,0.0,23,0.0,,52.5,38,,
2025-04-02,尼崎,12,16:17,投票,2,益田啓司,A1,福岡,6.51,50.0,7.39,60.71,2,0.0,16,0.0,,51.5,45,,
2025-04-02,尼崎,12,16:17,投票,3,佐藤博亮,A1,愛知,6.39,46.32,7.06,50.0,44,0.0,12,0.0,,53.2,37,,
2025-04-02,尼崎,12,16:17,投票,4,篠田優也,A1,兵庫,6.4,44.44,6.41,49.62,36,0.0,37,0.0,,53.0,38,,
2025-04-02,尼崎,12,16:17,投票,5,赤岩善生,A1,愛知,7.06,52.59,6.73,46.67,30,0.0,38,0.0,,54.2,49,,
2025-04-02,尼崎,12,16:17,投票,6,松井洪弥,A1,三重,6.03,37.38,7.08,57.89,37,0.0,39,0.0,,52.0,32,,
2025-04-02,丸亀,1,15:23,投票,1,大西隆洋,B1,香川,3.65,15.31,3.73,19.78,11,31.9,46,28.99,,54.8,52,,
2025-04-02,丸亀,1,15:23,投票,2,平岡重典,B1,大阪,4.43,20.27,4.86,28.57,62,24.11,20,30.25,,52.0,61,,
2025-04-02,丸亀,1,15:23,投票,3,庄司樹良々,B1,東京,6.26,46.23,5.56,37.5,55,31.75,36,39.01,,52.0,34,,
2025-04-02,丸亀,1,15:23,投票,4,岡暢祐,B1,長崎,3.94,21.43,1.57,0.0,21,36.13,18,35.8,,53.3,27,,
2025-04-02,丸亀,1,15:23,投票,5,坂井康嗣,B1,佐賀,4.33,24.47,4.39,23.68,41,42.37,1,30.72,,52.0,45,,
2025-04-02,丸亀,1,15:23,投票,6,野田亜湖,B2,徳島,1.27,0.0,1.1,0.0,5,24.55,4,34.83,,50.5,20,,
2025-04-02,丸亀,2,15:53,投票,1,渡邉俊介,B1,愛知,5.37,33.01,4.9,20.0,29,29.32,50,33.9,,51.5,38,,
2025-04-02,丸亀,2,15:53,投票,2,中村桃佳,B2,香川,5.19,34.88,6.13,50.0,63,26.23,7,30.95,,46.0,32,,
2025-04-02,丸亀,2,15:53,投票,3,江本真治,A2,山口,5.75,40.0,5.5,40.0,20,35.04,6,26.54,,52.6,50,,
2025-04-02,丸亀,2,15:53,投票,4,樫葉新心,B1,徳島,1.97,1.92,1.6,0.0,18,37.5,62,31.1,,45.0,20,,
2025-04-02,丸亀,2,15:53,投票,5,桐本康臣,A1,三重,6.44,49.58,6.83,61.11,3,24.0,27,28.07,,52.4,45,,
2025-04-02,丸亀,2,15:53,投票,6,横田貴満,A2,佐賀,6.37,43.48,6.28,46.81,66,40.8,55,36.46,,50.5,32,,
2025-04-02,丸亀,3,16:23,投票,1,蒲原健太,A2,佐賀,5.54,40.48,5.58,36.36,10,32.26,2,30.99,,52.4,31,,
2025-04-02,丸亀,3,16:23,投票,2,前田篤哉,A1,愛知,6.28,46.32,7.64,66.67,1,29.03,9,26.9,,52.3,28,,
2025-04-02,丸亀,3,16:23,投票,3,荒牧凪沙,B1,福岡,4.97,27.17,5.2,40.0,54,35.11,60,35.2,,52.0,26,,
2025-04-02,丸亀,3,16:23,投票,4,石田政吾,A2,福井,5.67,44.17,5.96,45.83,57,44.83,16,39.77,,52.2,54,,
2025-04-02,丸亀,3,16:23,投票,5,赤松咲香,B2,徳島,1.23,0.0,0.0,0.0,35,31.54,49,32.54,,49.2,23,,
2025-04-02,丸亀,3,16:23,投票,6,吉川勇作,B1,長崎,4.62,30.56,4.74,35.48,2,30.51,10,33.14,,54.1,36,,
2025-04-02,丸亀,4,16:53,投票,1,丹下将,A2,愛知,6.4,44.55,5.92,38.46,65,48.21,43,34.44,,54.3,39,,
2025-04-02,丸亀,4,16:53,投票,2,作間章,A1,東京,6.23,42.47,5.05,27.03,22,27.93,56,40.0,,54.5,45,,
2025-04-02,丸亀,4,16:53,投票,3,占部一真,B1,福岡,4.3,25.51,3.75,25.0,46,41.13,63,31.1,,52.0,33,,
2025-04-02,丸亀,4,16:53,投票,4,浦田信義,B1,東京,4.31,21.7,5.63,37.5,8,32.26,28,28.4,,52.0,59,,
2025-04-02,丸亀,4,16:53,投票,5,谷村一哉,A2,山口,5.93,37.07,6.62,46.67,56,27.07,35,38.55,,53.8,46,,
2025-04-02,丸亀,4,16:53,投票,6,山下流心,B1,広島,4.48,23.08,5.32,23.4,38,33.33,47,32.95,,54.2,32,,
2025-04-02,丸亀,5,17:22,投票,1,平尾崇典,A1,岡山,6.91,52.76,6.38,37.5,6,26.98,22,28.3,,50.5,52,,
2025-04-02,丸亀,5,17:22,投票,2,松本怜,B1,福岡,5.11,30.0,3.0,0.0,44,19.82,5,38.07,,46.0,31,,
2025-04-02,丸亀,5,17:22,投票,3,海老澤泰行,B1,東京,4.8,29.46,0.0,0.0,23,46.28,8,30.54,,55.9,50,,
2025-04-02,丸亀,5,17:22,投票,4,樋江井舞,B2,愛知,2.05,3.77,0.0,0.0,52,42.19,53,32.76,,46.5,23,,
2025-04-02,丸亀,5,17:22,投票,5,山本隆幸,A2,兵庫,6.55,47.22,5.68,40.0,28,30.89,3,26.99,,53.3,47,,
2025-04-02,丸亀,5,17:22,投票,6,平田健之佑,A1,三重,6.04,46.72,5.64,36.36,37,30.33,64,29.45,,52.0,38,,
2025-04-02,丸亀,6,17:51,投票,1,大野芳顕,A2,福岡,5.69,34.27,4.84,27.03,13,37.39,34,40.35,,53.1,40,,
2025-04-02,丸亀,6,17:51,投票,2,岡暢祐,B1,長崎,3.94,21.43,1.57,0.0,21,36.13,18,35.8,,53.3,27,,
2025-04-02,丸亀,6,17:51,投票,3,丸岡正典,A2,大阪,7.11,53.9,6.44,50.0,12,29.41,65,27.54,,52.1,45,,
2025-04-02,丸亀,6,17:51,投票,4,木谷賢太,A1,香川,5.69,31.17,6.28,45.24,30,25.4,33,33.9,,52.2,29,,
2025-04-02,丸亀,6,17:51,投票,5,加藤雅之,B1,広島,3.64,12.5,1.75,0.0,60,27.2,38,34.29,,52.0,58,,
2025-04-02,丸亀,6,17:51,投票,6,東口晃,B1,福井,3.73,19.79,0.0,0.0,51,31.25,61,36.61,,53.4,41,,
2025-04-02,丸亀,7,18:18,投票,1,庄司樹良々,B1,東京,6.26,46.23,5.56,37.5,55,31.75,36,39.01,,52.0,34,,
2025-04-02,丸亀,7,18:18,投票,2,池田紫乃,B1,長崎,4.77,32.81,4.72,22.22,26,26.98,45,36.61,,44.0,49,,
2025-04-02,丸亀,7,18:18,投票,3,廣瀬篤哉,B1,滋賀,4.64,30.85,6.13,52.17,48,25.98,24,39.66,,56.8,27,,
2025-04-02,丸亀,7,18:18,投票,4,荒牧凪沙,B1,福岡,4.97,27.17,5.2,40.0,54,35.11,60,35.2,,52.0,26,,
2025-04-02,丸亀,7,18:18,投票,5,廣瀬将亨,A2,兵庫,5.46,33.07,5.52,38.1,32,24.37,39,36.07,,55.9,46,,
2025-04-02,丸亀,7,18:18,投票,6,近江翔吾,A1,香川,6.33,45.05,6.59,48.57,47,45.97,30,25.44,,52.0,32,,
2025-04-02,丸亀,8,18:46,投票,1,上田紗奈,A2,大阪,5.29,38.46,0.0,0.0,50,31.45,52,36.52,,45.5,28,,
2025-04-02,丸亀,8,18:46,投票,2,江本真治,A2,山口,5.75,40.0,5.5,40.0,20,35.04,6,26.54,,52.6,50,,
2025-04-02,丸亀,8,18:46,投票,3,平岡重典,B1,大阪,4.43,20.27,4.86,28.57,62,24.11,20,30.25,,52.0,61,,
2025-04-02,丸亀,8,18:46,投票,4,内堀学,A2,東京,6.55,55.86,5.89,44.44,24,24.55,17,30.41,,52.0,37,,
2025-04-02,丸亀,8,18:46,投票,5,浦田信義,B1,東京,4.31,21.7,5.63,37.5,8,32.26,28,28.4,,52.0,59,,
2025-04-02,丸亀,8,18:46,投票,6,赤松咲香,B2,徳島,1.23,0.0,0.0,0.0,35,31.54,49,32.54,,49.2,23,,
2025-04-02,丸亀,9,19:16,投票,1,横田貴満,A2,佐賀,6.37,43.48,6.28,46.81,66,40.8,55,36.46,,50.5,32,,
2025-04-02,丸亀,9,19:16,投票,2,谷村一哉,A2,山口,5.93,37.07,6.62,46.67,56,27.07,35,38.55,,53.8,46,,
2025-04-02,丸亀,9,19:16,投票,3,丹下将,A2,愛知,6.4,44.55,5.92,38.46,65,48.21,43,34.44,,54.3,39,,
2025-04-02,丸亀,9,19:16,投票,4,蒲原健太,A2,佐賀,5.54,40.48,5.58,36.36,10,32.26,2,30.99,,52.4,31,,
2025-04-02,丸亀,9,19:16,投票,5,前田篤哉,A1,愛知,6.28,46.32,7.64,66.67,1,29.03,9,26.9,,52.3,28,,
2025-04-02,丸亀,9,19:16,投票,6,平尾崇典,A1,岡山,6.91,52.76,6.38,37.5,6,26.98,22,28.3,,50.5,52,,
2025-04-02,丸亀,10,19:48,投票,1,平田健之佑,A1,三重,6.04,46.72,5.64,36.36,37,30.33,64,29.45,,52.0,38,,
2025-04-02,丸亀,10,19:48,投票,2,山本隆幸,A2,兵庫,6.55,47.22,5.68,40.0,28,30.89,3,26.99,,53.3,47,,
2025-04-02,丸亀,10,19:48,投票,3,木谷賢太,A1,香川,5.69,31.17,6.28,45.24,30,25.4,33,33.9,,52.2,29,,
2025-04-02,丸亀,10,19:48,投票,4,中村桃佳,B2,香川,5.19,34.88,6.13,50.0,63,26.23,7,30.95,,46.0,32,,
2025-04-02,丸亀,10,19:48,投票,5,作間章,A1,東京,6.23,42.47,5.05,27.03,22,27.93,56,40.0,,54.5,45,,
2025-04-02,丸亀,10,19:48,投票,6,大西隆洋,B1,香川,3.65,15.31,3.73,19.78,11,31.9,46,28.99,,54.8,52,,
2025-04-02,丸亀,11,20:16,投票,1,近江翔吾,A1,香川,6.33,45.05,6.59,48.57,47,45.97,30,25.44,,52.0,32,,
2025-04-02,丸亀,11,20:16,投票,2,桐本康臣,A1,三重,6.44,49.58,6.83,61.11,3,24.0,27,28.07,,52.4,45,,
2025-04-02,丸亀,11,20:16,投票,3,石田政吾,A2,福井,5.67,44.17,5.96,45.83,57,44.83,16,39.77,,52.2,54,,
2025-04-02,丸亀,11,20:16,投票,4,上田紗奈,A2,大阪,5.29,38.46,0.0,0.0,50,31.45,52,36.52,,45.5,28,,
2025-04-02,丸亀,11,20:16,投票,5,大野芳顕,A2,福岡,5.69,34.27,4.84,27.03,13,37.39,34,40.35,,53.1,40,,
2025-04-02,丸亀,11,20:16,投票,6,渡邉俊介,B1,愛知,5.37,33.01,4.9,20.0,29,29.32,50,33.9,,51.5,38,,
2025-04-02,丸亀,12,20:45,投票,1,内堀学,A2,東京,6.55,55.86,5.89,44.44,24,24.55,17,30.41,,52.0,37,,
2025-04-02,丸亀,12,20:45,投票,2,海老澤泰行,B1,東京,4.8,29.46,0.0,0.0,23,46.28,8,30.54,,55.9,50,,
2025-04-02,丸亀,12,20:45,投票,3,廣瀬将亨,A2,兵庫,5.46,33.07,5.52,38.1,32,24.37,39,36.07,,55.9,46,,
2025-04-02,丸亀,12,20:45,投票,4,廣瀬篤哉,B1,滋賀,4.64,30.85,6.13,52.17,48,25.98,24,39.66,,56.8,27,,
2025-04-02,丸亀,12,20:45,投票,5,丸岡正典,A2,大阪,7.11,53.9,6.44,50.0,12,29.41,65,27.54,,52.1,45,,
2025-04-02,丸亀,12,20:45,投票,6,谷川祐一,A1,滋賀,6.22,45.53,6.19,43.75,16,31.4,54,31.74,,52.3,43,,
2025-04-02,徳山,1,08:43,発売終了,1,真庭明志,A2,長崎,4.69,24.59,7.16,59.38,32,30.96,29,28.0,,52.0,41,,
2025-04-02,徳山,1,08:43,発売終了,2,東健介,B1,岡山,4.69,19.67,5.71,28.57,43,34.43,47,34.62,,54.3,58,,
2025-04-02,徳山,1,08:43,発売終了,3,亀本勇樹,B1,広島,3.82,24.24,5.0,37.5,13,32.06,75,29.52,,57.2,63,,
2025-04-02,徳山,1,08:43,発売終了,4,川崎誠志,B1,山口,4.84,25.71,4.84,29.69,69,38.29,16,35.19,,52.0,42,,
2025-04-02,徳山,1,08:43,発売終了,5,汐崎正則,B1,愛知,4.34,22.41,1.57,0.0,68,31.19,67,33.93,,52.7,48,,
2025-04-02,徳山,1,08:43,発売終了,6,森雄利,B2,長崎,1.43,0.0,1.83,0.0,72,41.41,64,29.81,,52.3,20,,
2025-04-02,徳山,2,09:09,発売終了,1,高橋英之,A2,東京,5.2,36.63,5.95,31.58,46,24.47,13,32.73,,52.7,50,,
2025-04-02,徳山,2,09:09,発売終了,2,高山智至,B1,滋賀,5.12,25.64,3.79,12.12,11,34.86,73,43.64,,55.6,40,,
2025-04-02,徳山,2,09:09,発売終了,3,浦田晃嗣,B1,佐賀,4.42,25.27,3.56,11.11,51,34.72,55,28.57,,55.7,43,,
2025-04-02,徳山,2,09:09,発売終了,4,井内将太郎,A2,広島,5.86,37.9,6.83,48.28,49,29.61,37,49.47,,52.0,40,,
2025-04-02,徳山,2,09:09,発売終了,5,君島秀三,A1,滋賀,6.54,44.27,7.31,50.0,45,36.07,11,26.73,,52.0,44,,
2025-04-02,徳山,2,09:09,発売終了,6,嘉手苅徹哉,B2,福岡,2.2,4.55,1.13,0.0,48,36.54,23,38.18,,52.4,26,,
2025-04-02,徳山,3,09:35,発売終了,1,中村尊,A1,埼玉,6.1,45.93,0.0,0.0,12,30.92,54,28.95,,53.8,44,,
2025-04-02,徳山,3,09:35,発売終了,2,芦澤望,A2,東京,5.37,35.56,0.0,0.0,14,38.57,39,35.85,,54.9,47,,
2025-04-02,徳山,3,09:35,発売終了,3,吉田和仁,B1,滋賀,4.51,26.42,0.0,0.0,23,32.13,32,34.51,,55.0,41,,
2025-04-02,徳山,3,09:35,発売終了,4,前川守嗣,B1,福岡,5.32,38.1,5.61,38.89,40,41.15,14,29.59,,58.1,43,,
2025-04-02,徳山,3,09:35,発売終了,5,河合三弘,B1,愛知,5.26,35.38,4.88,25.0,17,30.38,17,22.73,,53.2,54,,
2025-04-02,徳山,3,09:35,発売終了,6,大町利克,B1,大阪,4.18,17.59,4.33,22.22,54,33.8,21,37.27,,52.1,49,,
2025-04-02,徳山,4,10:01,発売終了,1,長尾章平,A1,山口,6.65,53.52,6.35,42.16,29,34.68,76,0.0,,53.1,40,,
2025-04-02,徳山,4,10:01,発売終了,2,稗田聖也,B1,福岡,5.75,43.08,5.5,40.0,19,42.42,74,27.08,,53.0,36,,
2025-04-02,徳山,4,10:01,発売終了,3,櫻井優,B1,埼玉,4.67,24.0,3.67,16.67,65,33.33,45,45.0,,52.0,27,,
2025-04-02,徳山,4,10:01,発売終了,4,正木聖賢,B1,広島,4.92,23.53,6.27,51.92,27,45.09,46,36.13,,55.9,50,,
2025-04-02,徳山,4,10:01,発売終了,5,中亮太,A2,福岡,6.13,50.72,6.54,57.14,66,35.06,72,38.39,,52.6,27,,
2025-04-02,徳山,4,10:01,発売終了,6,久田武,A2,愛知,5.67,40.91,5.75,40.0,22,34.1,15,34.86,,52.2,51,,
2025-04-02,徳山,5,10:28,発売終了,1,白井英治,A1,山口,6.97,44.33,8.71,74.55,59,30.23,35,28.72,,53.7,48,,
2025-04-02,徳山,5,10:28,発売終了,2,井川大作,B1,岡山,4.34,21.0,3.91,23.53,33,37.24,68,33.33,,60.8,54,,
2025-04-02,徳山,5,10:28,発売終了,3,奥平拓也,B1,東京,4.8,30.43,0.0,0.0,63,35.81,50,33.33,,52.0,54,,
2025-04-02,徳山,5,10:28,発売終了,4,山下和彦,A1,広島,5.78,40.91,3.88,11.76,30,30.05,22,23.08,,52.0,55,,
2025-04-02,徳山,5,10:28,発売終了,5,大場広孝,B1,福岡,5.15,26.02,4.62,24.0,52,34.8,42,25.93,,55.5,42,,
2025-04-02,徳山,5,10:28,発売終了,6,東健介,B1,岡山,4.69,19.67,5.71,28.57,43,34.43,47,34.62,,54.3,58,,
2025-04-02,徳山,6,10:57,発売終了,1,後藤隼之,B1,東京,5.2,30.09,4.89,32.14,24,31.68,62,47.37,,53.7,37,,
2025-04-02,徳山,6,10:57,発売終了,2,森田昭彦,B2,福岡,3.32,18.18,2.71,14.29,57,31.47,57,20.45,,55.9,52,,
2025-04-02,徳山,6,10:57,発売終了,3,渡辺崇,B1,福岡,5.24,29.57,4.22,22.22,31,32.77,28,27.55,,56.0,37,,
2025-04-02,徳山,6,10:57,発売終了,4,星野太郎,A2,三重,5.79,36.89,7.43,52.17,36,40.91,59,27.36,,52.0,48,,
2025-04-02,徳山,6,10:57,発売終了,5,村岡賢,B1,広島,3.58,17.86,4.25,27.12,42,41.41,30,27.84,,54.2,40,,
2025-04-02,徳山,6,10:57,発売終了,6,尾上雅也,A1,埼玉,6.62,50.34,6.5,40.0,28,29.65,36,33.03,,52.0,30,,
2025-04-02,徳山,7,11:26,発売終了,1,川崎誠志,B1,山口,4.84,25.71,4.84,29.69,69,38.29,16,35.19,,52.0,42,,
2025-04-02,徳山,7,11:26,発売終了,2,亀本勇樹,B1,広島,3.82,24.24,5.0,37.5,13,32.06,75,29.52,,57.2,63,,
2025-04-02,徳山,7,11:26,発売終了,3,河合三弘,B1,愛知,5.26,35.38,4.88,25.0,17,30.38,17,22.73,,53.2,54,,
2025-04-02,徳山,7,11:26,発売終了,4,吉田和仁,B1,滋賀,4.51,26.42,0.0,0.0,23,32.13,32,34.51,,55.0,41,,
2025-04-02,徳山,7,11:26,発売終了,5,高山智至,B1,滋賀,5.12,25.64,3.79,12.12,11,34.86,73,43.64,,55.6,40,,
2025-04-02,徳山,7,11:26,発売終了,6,坂本一真,B1,東京,2.55,5.19,0.0,0.0,58,42.24,65,26.67,,53.3,23,,
2025-04-02,徳山,8,12:02,発売終了,1,井内将太郎,A2,広島,5.86,37.9,6.83,48.28,49,29.61,37,49.47,,52.0,40,,
2025-04-02,徳山,8,12:02,発売終了,2,前川守嗣,B1,福岡,5.32,38.1,5.61,38.89,40,41.15,14,29.59,,58.1,43,,
2025-04-02,徳山,8,12:02,発売終了,3,眞鳥康太,B1,長崎,4.8,28.57,4.33,22.22,64,35.29,25,37.04,,55.0,30,,
2025-04-02,徳山,8,12:02,発売終了,4,稗田聖也,B1,福岡,5.75,43.08,5.5,40.0,19,42.42,74,27.08,,53.0,36,,
2025-04-02,徳山,8,12:02,発売終了,5,赤峰和也,B1,佐賀,4.22,18.18,3.77,13.95,53,40.65,20,40.74,,52.0,55,,
2025-04-02,徳山,8,12:02,発売終了,6,松本一毅,A2,大阪,5.15,33.33,6.12,47.06,56,38.18,61,29.82,,52.0,30,,
2025-04-02,徳山,9,12:33,発売終了,1,中亮太,A2,福岡,6.13,50.72,6.54,57.14,66,35.06,72,38.39,,52.6,27,,
2025-04-02,徳山,9,12:33,発売終了,2,正木聖賢,B1,広島,4.92,23.53,6.27,51.92,27,45.09,46,36.13,,55.9,50,,
2025-04-02,徳山,9,12:33,発売終了,3,大場広孝,B1,福岡,5.15,26.02,4.62,24.0,52,34.8,42,25.93,,55.5,42,,
2025-04-02,徳山,9,12:33,発売終了,4,汐崎正則,B1,愛知,4.34,22.41,1.57,0.0,68,31.19,67,33.93,,52.7,48,,
2025-04-02,徳山,9,12:33,発売終了,5,浦田晃嗣,B1,佐賀,4.42,25.27,3.56,11.11,51,34.72,55,28.57,,55.7,43,,
2025-04-02,徳山,9,12:33,発売終了,6,山下和彦,A1,広島,5.78,40.91,3.88,11.76,30,30.05,22,23.08,,52.0,55,,
2025-04-02,徳山,10,13:05,発売終了,1,尾上雅也,A1,埼玉,6.62,50.34,6.5,40.0,28,29.65,36,33.03,,52.0,30,,
2025-04-02,徳山,10,13:05,発売終了,2,高橋英之,A2,東京,5.2,36.63,5.95,31.58,46,24.47,13,32.73,,52.7,50,,
2025-04-02,徳山,10,13:05,発売終了,3,中村尊,A1,埼玉,6.1,45.93,0.0,0.0,12,30.92,54,28.95,,53.8,44,,
2025-04-02,徳山,10,13:05,発売終了,4,久田武,A2,愛知,5.67,40.91,5.75,40.0,22,34.1,15,34.86,,52.2,51,,
2025-04-02,徳山,10,13:05,発売終了,5,奥平拓也,B1,東京,4.8,30.43,0.0,0.0,63,35.81,50,33.33,,52.0,54,,
2025-04-02,徳山,10,13:05,発売終了,6,森田昭彦,B2,福岡,3.32,18.18,2.71,14.29,57,31.47,57,20.45,,55.9,52,,
2025-04-02,徳山,11,13:41,発売終了,1,君島秀三,A1,滋賀,6.54,44.27,7.31,50.0,45,36.07,11,26.73,,52.0,44,,
2025-04-02,徳山,11,13:41,発売終了,2,白井英治,A1,山口,6.97,44.33,8.71,74.55,59,30.23,35,28.72,,53.7,48,,
2025-04-02,徳山,11,13:41,発売終了,3,芦澤望,A2,東京,5.37,35.56,0.0,0.0,14,38.57,39,35.85,,54.9,47,,
2025-04-02,徳山,11,13:41,発売終了,4,長尾章平,A1,山口,6.65,53.52,6.35,42.16,29,34.68,76,0.0,,53.1,40,,
2025-04-02,徳山,11,13:41,発売終了,5,真庭明志,A2,長崎,4.69,24.59,7.16,59.38,32,30.96,29,28.0,,52.0,41,,
2025-04-02,徳山,11,13:41,発売終了,6,後藤隼之,B1,東京,5.2,30.09,4.89,32.14,24,31.68,62,47.37,,53.7,37,,
2025-04-02,徳山,12,14:23,投票,1,田中辰彦,A2,広島,5.95,39.17,6.21,34.48,18,39.29,34,35.14,,52.1,38,,
2025-04-02,徳山,12,14:23,投票,2,樋口亮,A2,長崎,5.59,36.21,6.05,51.22,50,29.12,60,29.73,,52.0,49,,
2025-04-02,徳山,12,14:23,投票,3,前田翔,A2,愛知,6.48,48.04,0.0,0.0,39,35.34,58,33.63,,52.0,25,,
2025-04-02,徳山,12,14:23,投票,4,秦英悟,A2,大阪,6.78,50.68,5.89,33.33,34,31.62,49,29.36,,51.5,39,,
2025-04-02,徳山,12,14:23,投票,5,池永太,A1,福岡,6.78,43.0,6.07,31.03,21,35.65,24,23.36,,53.3,40,,
2025-04-02,徳山,12,14:23,投票,6,東本勝利,A1,三重,6.29,43.18,5.9,45.0,55,35.11,77,0.0,,52.9,45,,
2025-04-02,芦屋,1,08:51,発売終了,1,山田丈,A2,福岡,6.15,40.91,6.37,50.0,5,31.23,17,32.16,,52.0,26,,
2025-04-02,芦屋,1,08:51,発売終了,2,谷本幸司,B1,愛知,5.24,38.14,3.44,11.11,41,38.63,62,37.29,,52.3,54,,
2025-04-02,芦屋,1,08:51,発売終了,3,鈴木雅希,B1,東京,5.54,38.18,5.0,37.5,53,31.02,13,35.42,,52.4,29,,
2025-04-02,芦屋,1,08:51,発売終了,4,山崎聖司,B1,東京,4.4,20.59,3.65,23.53,39,31.9,37,43.75,,52.0,49,,
2025-04-02,芦屋,1,08:51,発売終了,5,澁川夏,B1,大阪,3.55,7.92,0.0,0.0,19,27.18,68,33.91,,52.0,21,,
2025-04-02,芦屋,1,08:51,発売終了,6,小川晃司,B1,福岡,4.28,18.48,4.48,18.18,51,33.6,51,32.58,,51.0,56,,
2025-04-02,芦屋,2,09:17,発売終了,1,鶴田勇雄,A2,福岡,5.73,37.33,5.38,30.3,14,40.52,15,27.23,,53.0,36,,
2025-04-02,芦屋,2,09:17,発売終了,2,相原利章,B1,東京,5.68,37.37,6.3,50.0,44,36.51,25,36.18,,52.0,37,,
2025-04-02,芦屋,2,09:17,発売終了,3,中島航,B1,東京,3.96,17.86,0.0,0.0,47,41.37,65,34.53,,52.8,30,,
2025-04-02,芦屋,2,09:17,発売終了,4,山ノ内雅人,A1,福岡,5.71,33.98,6.02,40.63,48,28.77,55,33.91,,52.0,34,,
2025-04-02,芦屋,2,09:17,発売終了,5,齊藤廉,B2,福岡,2.58,5.26,1.5,0.0,54,29.56,67,32.89,,52.4,20,,
2025-04-02,芦屋,2,09:17,発売終了,6,菅沼佳昭,B1,愛知,3.58,13.91,4.9,30.0,59,37.9,48,41.42,,50.5,49,,
2025-04-02,芦屋,3,09:43,発売終了,1,眞鳥章太,A2,長崎,5.51,33.86,4.32,17.86,7,27.59,11,29.55,,53.3,29,,
2025-04-02,芦屋,3,09:43,発売終了,2,北川敏弘,B1,佐賀,4.06,21.59,4.54,15.38,6,36.18,33,29.02,,54.6,63,,
2025-04-02,芦屋,3,09:43,発売終了,3,森永淳,A1,佐賀,6.21,45.24,5.86,36.11,36,39.15,20,39.77,,52.0,44,,
2025-04-02,芦屋,3,09:43,発売終了,4,板倉敦史,B1,東京,4.25,18.18,5.15,35.0,52,27.13,41,28.11,,53.8,44,,
2025-04-02,芦屋,3,09:43,発売終了,5,石倉洋行,A2,福岡,6.76,51.28,8.26,68.42,22,31.77,42,36.75,,52.4,45,,
2025-04-02,芦屋,3,09:43,発売終了,6,水原慎,B1,徳島,4.75,24.53,0.0,0.0,37,32.3,16,37.89,,51.0,41,,
2025-04-02,芦屋,4,10:12,発売終了,1,原田篤志,A1,山口,6.15,43.42,6.43,43.48,4,32.79,29,38.87,,52.0,45,,
2025-04-02,芦屋,4,10:12,発売終了,2,中嶋誠一郎,B1,長崎,5.37,28.07,5.71,38.71,45,36.97,39,33.33,,52.0,54,,
2025-04-02,芦屋,4,10:12,発売終了,3,山崎鉄平,B1,佐賀,5.46,34.95,1.0,0.0,3,35.29,61,33.48,,52.0,30,,
2025-04-02,芦屋,4,10:12,発売終了,4,安東幸治,A1,福岡,5.87,38.52,5.72,38.81,40,40.08,56,33.62,,54.1,43,,
2025-04-02,芦屋,4,10:12,発売終了,5,岡谷健吾,B1,広島,4.87,27.37,5.22,37.04,33,35.38,26,32.0,,55.7,42,,
2025-04-02,芦屋,4,10:12,発売終了,6,八戸琉楓,B2,長崎,1.18,0.0,0.0,0.0,58,23.98,30,33.77,,54.2,20,,
2025-04-02,芦屋,5,10:41,発売終了,1,浜先真範,A2,広島,7.1,50.69,0.0,0.0,27,29.61,53,31.94,,52.4,31,,
